Student_ID,Semester,Age,Gender,Attendance_Percentage,Previous_CGPA,Internal_Marks,Assignment_Completion,Study_Hours_Per_Week,Backlogs,Stress_Level,Motivation_Level,Sleep_Hours,Family_Support,Internet_Access,Extracurricular,Financial_Difficulty,Mental_Wellbeing,Screen_Time_Hours,Commute_Time_Minutes,Academic_Risk
S01331,2,17,Male,72,8.13,77,76,20,0,6,5,7.1,Yes,Yes,Yes,No,3,5.2,40,0
S01332,2,19,Female,77,7.76,83,57,15,2,3,5,4.9,No,Yes,No,Yes,6,5.5,34,1
S01333,8,23,Female,96,6.22,68,84,9,1,7,7,5.9,Yes,Yes,Yes,No,5,6.5,47,0
S01334,7,18,Male,76,5.88,67,71,20,0,3,7,6.5,No,Yes,No,Yes,7,8.1,40,0
S01335,2,19,Female,57,6.16,67,79,22,0,7,10,5.3,Yes,Yes,No,No,1,6.9,6,0
S01336,3,22,Female,66,6.71,90,76,16,0,4,7,7.4,Yes,No,No,No,7,3.8,29,0
S01337,2,24,Female,59,7.54,68,77,5,0,7,2,6.0,No,No,Yes,Yes,4,4.6,52,1
S01338,8,18,Male,77,7.75,59,73,24,1,3,6,5.5,Yes,Yes,No,No,3,7.1,47,0
S01339,5,23,Female,83,6.14,60,98,9,1,5,6,4.8,Yes,Yes,Yes,Yes,9,6.2,28,0
S01340,7,21,Female,87,8.35,62,73,21,2,1,6,7.5,No,Yes,Yes,No,2,4.8,13,0
S01341,7,18,Female,78,7.27,76,60,7,1,5,6,9.1,Yes,Yes,No,Yes,8,9.3,28,0
S01342,2,20,Female,94,8.08,70,74,18,1,8,10,7.4,Yes,Yes,No,No,7,4.6,42,0
S01343,6,19,Male,94,8.36,75,62,6,1,4,3,6.4,No,Yes,Yes,No,5,9.8,58,0
S01344,5,20,Female,52,6.04,37,63,30,2,10,4,8.1,Yes,Yes,No,No,4,3.5,31,1
S01345,6,20,Female,70,6.01,79,63,16,2,3,6,6.7,Yes,Yes,Yes,No,5,4.3,21,0
S01346,6,23,Female,54,4.82,55,55,18,3,3,2,7.8,Yes,Yes,Yes,No,9,6.1,0,1
S01347,2,22,Male,83,7.55,54,97,9,2,3,8,6.0,Yes,Yes,No,No,6,5.9,9,0
S01348,4,19,Female,99,8.16,81,87,26,1,5,7,5.2,No,Yes,Yes,No,1,1.8,68,0
S01349,4,18,Male,93,9.2,81,55,10,2,1,8,7.4,Yes,Yes,No,No,5,2.4,50,0
S01350,5,17,Male,87,6.15,71,59,29,1,6,6,7.2,Yes,Yes,Yes,No,5,8.6,55,0
S01351,5,22,Female,76,6.91,69,82,17,1,6,5,8.3,No,Yes,Yes,Yes,3,6.5,28,0
S01352,6,23,Male,71,6.79,86,73,10,0,4,6,7.2,Yes,Yes,No,Yes,6,7.1,61,0
S01353,8,23,Male,63,8.94,89,92,23,2,6,5,8.2,Yes,Yes,No,No,3,4.6,40,1
S01354,8,17,Female,72,7.24,80,100,28,0,4,7,6.5,Yes,Yes,No,No,6,4.5,38,0
S01355,3,20,Female,80,7.49,56,58,19,0,8,7,6.6,Yes,Yes,No,No,5,4.2,51,0
S01356,1,21,Female,71,5.14,81,100,21,0,4,4,6.0,No,Yes,No,No,2,5.4,0,0
S01357,1,20,Male,94,5.48,49,62,12,3,6,3,7.4,Yes,Yes,No,No,2,4.4,47,1
S01358,4,23,Female,79,8.2,74,69,13,1,6,5,6.1,Yes,Yes,Yes,No,4,4.4,50,0
S01359,3,24,Male,83,7.38,49,97,16,2,8,4,7.3,Yes,Yes,No,No,7,6.0,0,0
S01360,5,22,Female,81,8.5,65,88,25,2,8,4,8.4,Yes,Yes,Yes,No,4,3.3,15,0
S01361,1,22,Male,81,8.27,94,80,12,2,3,5,7.6,Yes,Yes,Yes,No,5,8.4,58,0
S01362,4,23,Male,78,9.44,57,78,1,0,3,6,6.1,Yes,Yes,Yes,No,4,4.2,31,0
S01363,7,20,Male,98,7.5,54,55,15,4,3,3,6.4,Yes,Yes,Yes,Yes,4,3.7,25,1
S01364,1,18,Female,75,6.69,52,100,18,1,3,3,7.3,Yes,Yes,Yes,No,6,3.4,43,0
S01365,6,23,Male,79,9.47,71,58,25,1,2,5,6.3,No,Yes,No,No,6,7.8,15,0
S01366,6,19,Male,100,6.21,69,63,12,2,1,7,5.7,No,Yes,No,No,6,4.1,18,0
S01367,3,18,Female,69,5.69,68,94,15,0,7,6,7.6,No,Yes,Yes,Yes,6,4.5,50,0
S01368,2,17,Male,74,6.87,81,88,18,0,8,3,8.9,No,Yes,Yes,Yes,4,6.8,48,1
S01369,6,22,Female,70,7.14,56,96,11,3,3,6,6.7,No,Yes,No,Yes,5,5.2,52,0
S01370,8,19,Female,55,7.67,58,76,22,1,5,5,7.1,No,Yes,No,Yes,4,8.8,24,1
S01371,5,22,Female,54,5.97,84,50,6,2,3,5,6.9,Yes,Yes,Yes,No,4,8.9,0,1
S01372,1,22,Male,80,7.68,75,75,25,0,6,6,6.6,Yes,Yes,No,No,6,6.9,4,0
S01373,7,22,Male,68,6.89,45,61,8,0,4,5,5.5,Yes,Yes,Yes,No,8,3.9,22,0
S01374,1,22,Female,81,6.63,81,91,21,1,7,3,6.9,Yes,Yes,Yes,No,3,6.1,70,0
S01375,2,18,Male,84,7.45,75,79,22,0,6,5,5.5,No,Yes,Yes,No,4,3.5,76,0
S01376,7,22,Male,78,6.77,74,82,18,0,7,4,6.5,Yes,Yes,Yes,No,7,7.4,41,0
S01377,3,20,Male,71,7.83,76,97,10,4,3,5,6.5,Yes,Yes,Yes,No,4,5.6,34,0
S01378,5,21,Female,76,7.8,73,85,10,2,5,3,6.5,Yes,Yes,Yes,No,5,4.6,50,0
S01379,2,21,Male,52,8.75,91,63,5,1,4,7,7.0,Yes,Yes,No,No,6,5.0,76,0
S01380,7,21,Female,91,8.19,92,95,15,2,6,3,6.8,Yes,No,Yes,No,5,6.6,46,0
S01381,3,23,Male,77,7.24,55,77,18,0,3,5,7.1,No,Yes,Yes,No,8,7.8,41,0
S01382,2,24,Female,67,9.09,68,100,6,1,1,5,6.1,Yes,Yes,Yes,No,2,8.1,58,0
S01383,1,18,Male,61,5.7,48,100,18,0,9,6,8.4,Yes,Yes,No,No,2,5.2,14,1
S01384,3,23,Female,72,8.26,60,70,25,2,2,4,8.2,Yes,Yes,Yes,No,5,8.8,28,0
S01385,2,24,Female,88,6.25,53,61,17,2,4,7,6.9,No,Yes,Yes,No,9,5.4,64,0
S01386,3,19,Male,94,6.41,71,46,6,2,5,8,6.7,Yes,Yes,No,Yes,6,6.8,35,1
S01387,1,22,Male,88,8.07,94,77,7,0,2,5,5.9,No,Yes,No,No,8,12.0,31,0
S01388,1,24,Female,74,7.05,88,74,24,2,2,4,5.9,No,Yes,Yes,Yes,7,3.6,4,0
S01389,3,17,Male,65,7.29,56,76,28,0,1,6,7.9,Yes,Yes,No,No,5,2.8,45,0
S01390,8,23,Female,68,6.68,71,87,17,0,8,2,6.6,Yes,Yes,No,No,2,6.5,40,0
S01391,4,20,Male,76,5.86,72,76,19,1,3,4,6.2,Yes,Yes,Yes,No,7,5.6,36,0
S01392,6,24,Male,96,6.41,78,61,22,1,3,8,7.3,Yes,Yes,Yes,No,7,5.1,23,0
S01393,5,18,Female,78,9.09,79,44,9,3,2,7,7.5,No,Yes,No,No,4,7.3,59,0
S01394,7,22,Male,89,6.65,77,88,20,0,6,5,8.2,No,Yes,Yes,Yes,8,4.8,40,0
S01395,3,18,Male,65,7.95,79,70,8,1,5,6,7.7,Yes,Yes,Yes,No,4,4.2,39,0
S01396,4,22,Female,69,7.55,63,46,18,1,6,9,6.7,Yes,Yes,Yes,No,6,4.7,26,0
S01397,6,24,Male,85,6.43,64,78,11,0,9,8,8.0,No,Yes,Yes,Yes,7,6.3,15,0
S01398,5,19,Female,76,8.34,100,86,11,0,7,4,6.7,No,Yes,No,Yes,7,3.9,50,0
S01399,3,18,Male,71,6.63,52,54,25,1,3,9,7.3,Yes,Yes,No,No,4,4.5,74,0
S01400,2,18,Male,59,6.99,79,58,19,3,7,5,6.6,Yes,Yes,Yes,Yes,7,4.7,28,1
S01401,7,23,Male,98,5.92,95,71,19,1,6,5,5.1,No,Yes,Yes,Yes,5,8.2,5,1
S01402,6,24,Female,87,7.97,54,100,12,0,6,3,5.1,Yes,Yes,No,Yes,5,7.0,57,0
S01403,2,22,Female,100,8.23,100,65,6,1,4,6,7.1,Yes,Yes,Yes,No,9,5.6,30,0
S01404,7,23,Male,68,6.45,81,73,18,1,6,4,6.5,No,Yes,No,No,7,6.1,38,0
S01405,5,22,Female,77,6.73,84,71,11,1,4,4,4.1,No,Yes,No,No,4,6.8,42,0
S01406,5,21,Male,67,8.36,62,84,15,2,3,8,6.4,No,Yes,No,Yes,5,5.3,9,0
S01407,5,22,Male,80,6.82,71,55,18,1,5,6,6.4,Yes,Yes,No,Yes,3,6.7,48,0
S01408,1,20,Female,79,8.26,90,83,7,2,2,4,8.4,Yes,Yes,No,No,7,2.8,45,0
S01409,1,21,Female,54,7.38,67,70,15,0,3,7,5.5,Yes,Yes,No,No,4,6.3,75,0
S01410,4,17,Male,87,7.85,67,55,3,0,8,4,8.1,Yes,Yes,No,No,6,4.2,20,0
S01411,7,20,Female,55,5.23,72,100,13,2,2,7,5.0,No,No,No,No,4,8.9,63,1
S01412,7,21,Female,77,6.18,58,49,18,1,2,6,7.0,Yes,Yes,Yes,Yes,9,3.1,6,0
S01413,7,17,Female,79,7.93,81,100,11,2,5,6,7.1,Yes,Yes,Yes,No,5,1.0,32,0
S01414,8,18,Male,90,7.62,65,61,22,0,4,10,6.6,No,Yes,Yes,No,1,3.0,50,0
S01415,8,19,Male,72,6.23,58,74,18,0,6,4,4.6,No,Yes,Yes,No,6,6.3,21,0
S01416,4,18,Female,78,6.03,70,39,8,0,3,9,6.6,Yes,Yes,Yes,No,6,5.7,27,0
S01417,1,19,Female,87,6.7,51,56,15,0,1,5,6.1,No,No,Yes,No,3,3.2,70,0
S01418,1,23,Female,76,7.87,99,97,23,3,7,6,5.9,Yes,Yes,No,No,9,6.7,61,0
S01419,4,21,Male,92,8.25,77,37,13,0,5,3,5.0,Yes,Yes,Yes,Yes,4,8.2,65,1
S01420,4,21,Male,90,5.13,49,67,13,0,6,6,6.0,Yes,Yes,Yes,Yes,5,6.6,27,0
S01421,6,23,Female,70,7.24,97,35,14,0,6,2,3.7,Yes,Yes,No,No,3,2.7,34,1
S01422,8,21,Female,69,8.38,74,100,21,1,3,4,5.1,No,Yes,No,No,6,4.5,52,0
S01423,8,17,Male,79,8.59,69,51,5,1,3,3,6.2,Yes,Yes,Yes,Yes,6,9.4,23,1
S01424,4,23,Male,91,7.33,79,100,14,0,5,10,7.2,Yes,Yes,No,Yes,7,5.9,5,0
S01425,8,21,Male,80,7.49,72,72,30,0,5,5,5.3,Yes,Yes,Yes,No,5,3.4,28,0
S01426,1,18,Female,80,7.68,75,35,9,2,5,3,6.1,Yes,Yes,No,No,5,8.8,10,0
S01427,7,23,Male,77,6.1,65,67,15,0,3,4,5.5,No,Yes,Yes,No,3,4.8,29,0
S01428,7,19,Female,75,7.96,76,78,13,3,2,7,6.0,Yes,No,Yes,No,7,4.5,20,0
S01429,8,19,Male,67,7.24,66,67,25,1,1,9,8.1,Yes,Yes,Yes,No,5,6.0,12,0
S01430,1,19,Male,91,6.41,64,91,18,3,8,8,5.3,Yes,Yes,No,No,6,7.2,9,0
S01431,6,24,Male,75,7.49,58,67,13,0,4,3,6.6,Yes,Yes,Yes,No,5,6.5,51,0
S01432,4,21,Male,93,6.89,100,72,12,0,5,7,8.8,Yes,Yes,Yes,No,7,6.2,20,0
S01433,2,24,Male,80,8.58,74,61,5,1,1,10,8.0,Yes,Yes,No,No,8,4.5,57,0
S01434,3,20,Male,72,7.99,71,73,35,1,6,7,7.3,No,Yes,Yes,No,8,5.4,50,0
S01435,2,23,Male,73,6.3,85,73,1,1,3,7,5.7,Yes,Yes,Yes,No,1,4.4,63,0
S01436,5,24,Female,86,5.48,79,62,1,0,5,8,6.7,Yes,No,No,No,8,4.9,56,0
S01437,7,19,Female,67,7.33,78,70,14,0,4,3,6.4,No,Yes,No,No,6,5.8,9,0
S01438,1,24,Female,71,6.71,82,41,25,0,6,3,8.5,Yes,Yes,Yes,Yes,3,4.9,34,1
S01439,2,19,Female,71,6.47,76,55,22,1,5,7,6.7,Yes,Yes,No,Yes,4,5.5,21,0
S01440,6,18,Female,69,7.07,76,57,21,0,5,5,5.9,Yes,Yes,No,No,5,2.5,55,0
S01441,3,17,Female,78,6.47,57,57,22,0,3,7,6.3,Yes,Yes,Yes,Yes,8,7.5,48,0
S01442,7,17,Female,61,5.92,38,50,5,1,4,4,6.6,Yes,Yes,No,No,6,2.7,15,1
S01443,5,18,Male,79,7.62,61,63,12,0,7,6,6.5,No,Yes,Yes,No,4,6.0,46,0
S01444,4,24,Female,94,9.88,61,75,22,2,6,8,7.5,Yes,Yes,Yes,Yes,5,11.4,26,0
S01445,6,23,Male,87,8.1,38,93,9,1,7,7,8.3,Yes,Yes,No,Yes,3,4.1,27,0
S01446,4,24,Female,61,7.21,74,87,13,0,4,8,5.8,Yes,Yes,No,No,5,2.1,46,0
S01447,2,19,Female,90,8.81,71,48,16,0,1,4,7.9,No,Yes,Yes,No,6,6.6,15,0
S01448,1,22,Male,57,7.33,81,60,20,0,4,5,6.5,Yes,Yes,Yes,No,4,8.6,49,0
S01449,4,24,Male,88,6.36,61,88,15,0,5,7,6.8,Yes,No,No,No,10,1.4,29,0
S01450,1,21,Female,85,6.88,79,76,27,2,3,8,7.0,Yes,Yes,Yes,No,7,8.0,52,0
S01451,2,18,Male,90,6.25,82,92,16,1,6,8,7.9,Yes,No,Yes,No,7,3.4,44,0
S01452,3,24,Female,62,7.48,50,100,19,1,2,3,7.3,Yes,Yes,Yes,No,3,6.4,0,0
S01453,1,23,Female,83,6.05,55,88,15,1,5,5,5.4,Yes,Yes,Yes,Yes,5,6.8,19,0
S01454,7,17,Female,99,6.58,59,100,20,0,3,5,5.8,Yes,Yes,Yes,No,8,7.3,9,0
S01455,4,22,Female,88,7.89,84,67,19,1,6,5,6.8,Yes,Yes,No,No,5,5.0,24,0
S01456,2,18,Male,98,5.26,65,57,16,3,3,9,6.4,Yes,Yes,Yes,No,5,5.3,33,0
S01457,4,18,Female,68,6.0,54,37,15,2,8,5,7.3,Yes,No,Yes,Yes,4,4.8,1,1
S01458,5,18,Male,69,9.19,35,70,18,1,7,7,7.2,Yes,Yes,Yes,Yes,9,5.1,42,0
S01459,4,20,Female,60,6.63,83,47,4,2,4,5,6.9,No,Yes,No,No,3,5.3,10,1
S01460,8,22,Female,67,6.9,82,46,14,0,5,3,7.3,Yes,Yes,No,No,8,3.4,14,0
S01461,5,17,Male,69,6.28,85,60,17,3,4,7,6.6,No,Yes,Yes,No,8,6.1,30,0
S01462,4,24,Female,70,6.33,59,71,15,0,8,8,8.8,Yes,No,Yes,No,4,6.4,7,0
S01463,5,24,Female,65,7.92,59,70,11,1,3,5,7.2,Yes,Yes,No,No,8,7.1,44,0
S01464,2,23,Male,67,6.89,72,80,10,0,3,6,8.1,No,Yes,No,No,7,4.4,59,0
S01465,5,18,Male,77,7.58,43,80,22,2,2,4,7.6,Yes,Yes,Yes,No,7,6.0,9,0
S01466,4,22,Male,86,7.19,46,57,11,0,5,6,5.2,Yes,Yes,Yes,No,8,5.7,17,0
S01467,4,21,Female,74,6.43,100,79,30,4,4,10,5.4,No,Yes,Yes,No,5,1.0,5,0
S01468,4,22,Female,81,6.35,71,95,7,1,4,3,6.6,Yes,Yes,No,No,8,8.2,0,0
S01469,3,24,Female,78,4.87,79,56,10,1,4,5,6.4,Yes,Yes,No,No,2,4.6,0,0
S01470,2,18,Female,93,7.47,67,45,23,1,8,4,6.8,Yes,Yes,No,No,8,9.5,0,0
S01471,2,17,Female,77,7.63,88,94,14,0,6,7,7.4,Yes,Yes,No,No,6,5.9,55,0
S01472,2,21,Male,64,6.11,66,37,13,0,3,5,7.3,Yes,Yes,Yes,No,3,6.6,13,1
S01473,1,22,Male,94,6.84,81,72,10,1,3,3,6.3,Yes,Yes,Yes,No,4,3.1,20,0
S01474,2,24,Female,90,8.34,91,72,6,1,7,4,7.1,No,Yes,Yes,No,8,7.2,32,0
S01475,1,17,Female,76,4.75,89,89,32,2,3,4,6.5,Yes,Yes,No,No,1,7.2,19,0
S01476,1,22,Female,87,6.71,84,82,5,1,2,3,6.5,Yes,Yes,Yes,No,6,5.6,22,0
S01477,3,23,Female,88,6.62,77,85,24,0,3,8,7.9,No,Yes,No,Yes,9,9.7,58,0
S01478,1,20,Male,67,7.7,62,47,16,3,4,6,8.3,Yes,Yes,No,No,7,5.7,55,0
S01479,6,19,Female,53,6.39,89,100,13,2,2,8,7.5,Yes,Yes,Yes,No,4,4.8,73,0
S01480,2,19,Female,53,9.5,73,100,16,1,3,7,5.2,Yes,Yes,No,No,4,4.3,67,0
S01481,3,23,Female,68,7.13,81,92,26,1,4,4,6.9,Yes,Yes,No,No,6,4.7,31,0
S01482,4,18,Male,66,6.21,86,70,6,0,4,6,7.9,Yes,Yes,Yes,Yes,3,4.0,35,0
S01483,5,21,Female,78,8.48,80,62,17,1,7,6,5.5,Yes,Yes,No,Yes,9,1.6,27,0
S01484,7,20,Male,76,5.82,66,56,17,1,4,5,7.6,Yes,Yes,No,No,5,6.9,34,0
S01485,1,24,Female,65,7.88,57,90,16,3,3,4,5.1,No,Yes,No,Yes,5,7.2,31,0
S01486,5,19,Male,78,7.45,58,56,12,0,8,7,6.8,Yes,Yes,No,No,3,3.9,4,0
S01487,7,20,Female,69,7.42,59,100,13,2,6,4,6.8,Yes,Yes,Yes,No,6,7.6,51,0
S01488,6,19,Female,69,7.76,88,35,12,0,5,5,4.8,Yes,Yes,No,No,4,6.6,45,0
S01489,5,24,Male,100,5.07,83,100,10,2,5,6,5.6,Yes,Yes,Yes,No,6,8.2,63,0
S01490,5,21,Male,79,8.57,55,80,2,1,6,10,7.3,No,Yes,Yes,Yes,7,4.2,32,0
S01491,2,23,Male,74,7.48,67,79,8,0,5,8,7.7,Yes,Yes,Yes,Yes,3,4.1,6,0
S01492,6,19,Female,86,8.32,73,55,15,1,3,6,6.0,Yes,Yes,Yes,No,5,5.4,21,0
S01493,4,19,Female,96,8.34,60,53,15,2,6,4,7.5,Yes,Yes,No,Yes,1,8.2,1,1
S01494,3,22,Female,67,7.98,74,75,8,1,8,5,6.9,Yes,Yes,Yes,Yes,7,5.5,8,0
S01495,2,20,Female,79,8.45,79,38,15,1,3,5,6.4,Yes,No,No,No,6,7.9,0,0
S01496,7,23,Male,79,6.67,60,40,25,1,5,4,6.8,No,Yes,No,No,4,4.2,45,0
S01497,7,21,Male,96,6.83,63,82,1,0,7,5,4.7,Yes,Yes,No,No,7,3.9,1,0
S01498,7,24,Male,87,6.62,70,87,12,2,3,4,4.7,Yes,Yes,No,Yes,6,5.6,55,0
S01499,6,18,Female,95,4.89,72,68,25,1,1,4,7.5,No,Yes,No,No,9,5.5,4,0
S01500,5,23,Female,100,8.43,67,69,1,0,6,4,7.8,Yes,Yes,Yes,No,6,5.4,22,0
S01501,7,17,Female,81,5.81,78,67,21,2,1,2,6.7,Yes,Yes,No,Yes,6,4.6,15,1
S01502,5,22,Male,91,8.05,76,64,2,2,5,8,6.7,No,Yes,No,No,7,6.3,81,0
S01503,8,18,Female,89,6.65,75,92,9,2,1,7,6.4,Yes,Yes,Yes,No,5,4.6,66,0
S01504,5,19,Female,65,7.91,39,98,11,4,8,7,5.3,Yes,Yes,Yes,No,10,4.3,60,1
S01505,4,20,Female,100,6.36,82,63,18,2,4,7,6.0,Yes,Yes,No,Yes,6,3.8,3,0
S01506,8,18,Male,57,4.87,44,84,19,0,5,3,6.7,No,No,No,Yes,7,3.0,40,1
S01507,6,21,Female,100,7.15,87,91,16,0,8,5,6.7,Yes,Yes,Yes,Yes,5,6.1,15,0
S01508,7,17,Female,76,8.49,74,53,21,0,7,4,5.8,Yes,Yes,No,Yes,3,6.4,47,0
S01509,6,18,Male,74,6.24,65,48,2,0,4,8,7.4,Yes,Yes,Yes,No,6,3.8,72,0
S01510,8,22,Male,72,6.31,77,76,17,0,7,3,4.9,No,No,No,Yes,5,6.6,55,1
S01511,1,24,Female,83,5.6,91,90,19,2,1,5,7.9,Yes,Yes,Yes,No,7,9.3,45,0
S01512,3,17,Male,76,5.42,76,53,10,3,5,5,8.0,Yes,Yes,No,Yes,6,7.2,32,1
S01513,3,19,Female,76,7.94,66,67,10,1,4,4,7.7,Yes,Yes,Yes,No,4,7.0,26,0
S01514,4,22,Male,78,8.65,69,83,14,0,1,5,7.4,Yes,Yes,Yes,Yes,5,8.5,33,0
S01515,7,20,Male,80,7.63,60,47,30,1,7,5,7.0,Yes,Yes,No,No,5,4.3,72,0
S01516,2,21,Female,87,6.51,76,61,22,1,6,7,5.3,Yes,Yes,Yes,No,6,5.6,32,0
S01517,6,22,Male,84,6.33,48,65,14,2,4,3,6.0,Yes,Yes,No,No,6,10.0,18,1
S01518,5,19,Male,66,4.88,70,83,17,0,8,7,6.5,No,Yes,Yes,No,6,6.2,48,0
S01519,8,21,Male,86,7.31,65,88,11,0,6,5,6.2,Yes,Yes,Yes,No,6,6.9,41,0
S01520,6,21,Male,79,9.0,55,67,13,0,7,3,6.9,Yes,Yes,Yes,No,6,8.0,39,0
S01521,4,19,Female,89,5.52,75,75,20,0,5,9,6.4,Yes,Yes,Yes,No,7,2.6,67,0
S01522,1,17,Female,69,6.17,82,88,6,1,5,3,6.9,Yes,Yes,Yes,No,5,1.2,35,0
S01523,5,17,Female,79,6.35,82,83,18,0,6,4,4.9,No,Yes,Yes,No,7,4.1,6,0
S01524,5,17,Female,65,7.57,57,90,15,1,5,3,6.7,Yes,Yes,No,No,3,7.5,13,0
S01525,5,23,Female,73,7.06,84,82,11,0,4,8,6.4,Yes,Yes,No,No,2,6.7,22,0
S01526,1,23,Male,83,5.52,86,57,29,1,5,5,7.1,Yes,Yes,No,Yes,3,7.4,78,1
S01527,6,19,Male,72,7.96,72,67,19,0,5,3,5.8,No,Yes,Yes,Yes,10,3.8,0,0
S01528,6,20,Female,87,8.77,77,94,9,1,7,2,7.0,Yes,Yes,No,No,1,4.1,21,0
S01529,1,18,Female,84,5.22,77,100,7,1,4,6,6.4,Yes,Yes,Yes,No,6,3.4,18,0
S01530,8,19,Female,79,6.63,51,67,4,0,4,5,8.9,No,Yes,Yes,Yes,5,4.8,50,0
S01531,1,17,Female,78,8.62,72,59,2,1,6,2,6.2,Yes,Yes,No,Yes,7,2.1,24,1
S01532,5,21,Male,82,6.23,50,81,9,2,1,5,6.9,Yes,Yes,No,No,4,5.4,67,0
S01533,2,24,Male,85,6.73,100,76,15,0,6,4,6.2,Yes,Yes,Yes,No,3,3.4,20,0
S01534,4,23,Male,61,5.89,79,68,19,1,2,7,9.2,Yes,Yes,No,No,10,6.1,45,0
S01535,4,20,Female,80,7.29,76,88,17,1,6,5,8.4,Yes,Yes,Yes,No,5,6.5,18,0
S01536,5,22,Female,71,7.31,77,69,8,2,4,3,8.1,No,Yes,No,Yes,6,6.7,10,0
S01537,7,22,Male,55,6.76,72,61,2,3,4,5,6.5,Yes,No,Yes,No,1,2.7,0,1
S01538,8,21,Male,68,8.13,70,77,6,1,1,6,5.2,Yes,Yes,Yes,No,8,4.6,30,0
S01539,2,19,Female,76,6.48,86,77,27,0,5,6,6.3,Yes,Yes,Yes,No,6,5.7,23,0
S01540,4,22,Male,54,7.9,55,56,14,0,1,6,6.8,Yes,Yes,No,No,5,6.3,9,0
S01541,5,21,Female,86,6.83,69,86,11,2,2,5,5.4,Yes,No,Yes,No,3,6.6,55,0
S01542,8,24,Male,81,7.47,43,60,19,1,6,5,7.0,No,No,No,No,7,4.8,25,0
S01543,7,17,Female,76,7.12,81,72,11,1,6,5,7.3,Yes,Yes,Yes,No,6,2.9,0,0
S01544,1,19,Female,93,8.58,71,69,6,0,7,3,5.8,Yes,Yes,No,No,5,4.2,35,0
S01545,4,21,Female,99,6.79,77,83,16,1,7,5,5.8,Yes,Yes,Yes,Yes,5,4.3,21,0
S01546,4,23,Female,79,7.37,61,35,18,1,3,9,6.6,Yes,Yes,Yes,Yes,2,5.2,18,0
S01547,3,18,Female,76,7.55,79,90,18,0,3,7,7.3,Yes,Yes,Yes,No,8,4.2,49,0
S01548,1,23,Male,50,7.8,89,87,11,2,3,8,5.9,Yes,Yes,No,No,3,6.7,37,0
S01549,5,18,Female,72,6.35,57,67,10,1,1,6,4.5,Yes,Yes,No,No,7,7.9,22,0
S01550,4,24,Male,75,8.95,91,100,24,1,5,9,6.4,Yes,No,Yes,Yes,6,5.6,7,0
S01551,8,22,Female,76,7.83,68,56,16,0,6,4,5.2,No,Yes,No,No,7,8.6,31,0
S01552,5,19,Female,73,8.0,67,66,16,2,4,6,7.1,Yes,Yes,Yes,Yes,7,9.1,47,0
S01553,3,23,Male,70,6.61,81,79,14,0,6,6,7.5,Yes,Yes,No,No,6,5.0,50,0
S01554,8,23,Male,67,6.62,50,81,24,2,3,9,6.0,No,Yes,No,Yes,1,4.8,62,0
S01555,8,19,Male,85,7.17,54,78,1,1,2,2,6.9,Yes,Yes,No,Yes,4,5.3,25,0
S01556,4,22,Male,46,7.14,61,57,24,0,3,6,7.3,Yes,Yes,No,Yes,7,6.9,57,0
S01557,2,23,Male,87,6.63,72,75,20,1,3,5,6.6,No,Yes,Yes,No,4,9.0,37,0
S01558,3,20,Female,64,7.14,39,77,25,0,6,4,7.2,Yes,Yes,Yes,No,6,5.4,11,0
S01559,2,19,Male,75,5.64,46,64,4,1,6,4,5.9,No,Yes,No,No,5,5.8,4,1
S01560,2,18,Female,99,5.98,84,83,25,2,7,6,5.6,Yes,Yes,Yes,No,6,6.6,40,0
S01561,5,19,Male,100,6.56,75,72,20,1,2,1,5.6,Yes,Yes,No,Yes,5,3.3,60,0
S01562,3,23,Male,72,8.81,84,73,20,0,5,9,7.4,Yes,Yes,Yes,Yes,6,2.9,42,0
S01563,5,21,Female,87,6.66,84,62,7,1,4,6,7.2,Yes,Yes,Yes,No,5,5.1,59,0
S01564,1,18,Male,64,9.02,86,67,10,0,5,5,7.2,No,Yes,Yes,Yes,1,6.6,14,0
S01565,3,18,Male,100,7.07,60,78,19,0,2,8,7.9,Yes,Yes,No,No,1,4.8,56,0
S01566,4,23,Male,71,7.21,70,58,14,3,3,6,5.5,Yes,Yes,Yes,Yes,7,7.9,54,0
S01567,7,18,Male,77,7.85,66,54,19,0,6,5,7.0,Yes,Yes,Yes,No,6,5.0,45,0
S01568,4,21,Female,85,7.15,44,68,16,2,4,7,6.4,Yes,Yes,Yes,No,6,6.1,9,0
S01569,4,19,Male,77,7.71,64,81,23,0,5,3,6.4,Yes,Yes,Yes,Yes,8,6.8,44,0
S01570,6,20,Male,82,5.48,92,41,17,1,3,4,6.5,Yes,Yes,Yes,No,7,6.7,53,0
S01571,3,17,Male,82,8.67,64,100,19,0,7,7,7.1,Yes,Yes,Yes,No,3,7.5,36,0
S01572,3,18,Male,89,7.15,87,57,7,1,6,3,6.6,Yes,Yes,No,Yes,4,6.3,3,1
S01573,7,24,Female,100,6.7,61,75,1,1,3,6,6.7,Yes,Yes,No,No,7,6.6,35,0
S01574,8,23,Male,63,5.32,71,62,14,3,1,6,6.5,No,Yes,Yes,No,8,3.5,51,1
S01575,5,24,Female,77,7.13,97,74,16,2,4,6,6.7,No,Yes,Yes,No,10,5.1,52,0
S01576,1,22,Female,67,7.53,81,89,14,1,4,5,6.2,Yes,Yes,No,No,7,6.0,22,0
S01577,1,17,Female,69,8.05,100,89,18,0,3,5,5.7,Yes,Yes,Yes,No,6,7.5,47,0
